artist,title
scene creamers,i suck on that emotion
the in out,il dito and other gestures
the white stripes,elephant
cave in,antenna
the kills,keep on your mean side
no-neck blues band,intonomancy
true love always,clouds
animal collective,campfire songs
spring heel jack,amassed
venetian snares,winter in the belly of a snake
...and you will know us by the trail of dead,the secret of elena's tomb ep
eric idle,the rutland isles
neon hunk,smarmymob
karl blau,clothes your i's
deerhoof,apple o
"awol one, daddy kev",slanguage
burnside project,"the networks, the circuits, the streams, the harmonies"
com.a,shot of love
june panic,baby's breadth
tangiers,hot new spirits
flake music,"when you land here, it's time to return"
m. ward,transfiguration of vincent
sole,selling live water
califone,quicksand/cradlesnakes
jeff hanson,son
"liars, oneida","atheists, reconsider"
snitches,star witness
smog,supper
waco brothers,new deal
the decemberists,castaways and cutouts
holopaw,holopaw
parlour,googler
muggs,dust
tiga,dj kicks
asa-chang & junray,tsu gi ne pu
mr. scruff,trouser jazz
dorine muraille,mani
donovan,a gift from a garden to a flower: a tribute to donovan
kristin hersh,the grotto
lewis parker,it's all happening now
ester drang,infinite keys
muslimgauze,hamas cinema gaza strip
the holy ghost,color sympathy
laddio bolocko,the life & times of laddio bolocko
joan of arc,so much staying alive and lovelessness
robert pollard,motel of fools
los halos,for ramona
otto von schirach,chopped zombie fungus
susumu yokota,the boy and the tree
hot hot heat,scenes one through thirteen
black box recorder,passionoia
glass candy,"love, love, love"
electric six,danger! high voltage ep
the phenomenological boys,"melody, melody, melody and more melody"
keith fullerton whitman,dartmouth street underpass
alejandra and aeron,bousha blue blazes
angus maclise,astral collapse
dirty three,she has no strings apollo
christmas decorations,model 91
liaisons dangereuses,liaisons dangereuses
various artists,fields and streams
turbonegro,ass cobra
erlend ye,unrest
rhett miller,the instigator
sam roberts,the inhuman condition ep
songs: ohia,magnolia electric co.
funki porcini,fast asleep
lou reed,transformer
the folk implosion,the new folk implosion
super madrigal brothers,shakestation
sorry about dresden,let it rest
firesign theatre,all things firesign
friends of dean martinez,on the shore
sigur rs,hlemmur
alaska!,facts and fictions
f.s. blumm,ankern
art of fighting,wires
king crimson,the power to believe
a band of bees,sunshine hit me
ok go,ok go
throwing muses,throwing muses
various artists,the original sound of sheffield '78-'82: the best of...
mira calix,skimskitta
tobin sprout,"lost planets, phantom voices"
stick men with ray guns,some people deserve to suffer
stick men with ray guns,some people deserve to suffer
ryksopp,melody a.m.
matmos,live with j lesser
asian dub foundation,facts and fictions
jhann jhannsson,englabrn
bob drake,13 songs and a thing
cynthia dall,sound restores young men
mouse on mars,rost pocks: the ep collection
incredible string band,incredible string band
50 cent,get rich or die tryin'
lightning bolt,wonderful rainbow
aereogramme,sleep and release
hint hint,sex is everything
"jon langford, the sadies",mayors of the moon
james chance,irresistible impulse
various artists,chains and black exhaust
aceyalone,hip hop and the world we live in
canyon,empty rooms
the instruments,billions of phonographs
elvis costello & the attractions,armed forces
har mar superstar,you can feel me
n.o.i.a.,unreleased classics 78-82
pulseprogramming,tulsa for one second
no knife,riot for romance!
enduser,15 tracks
kaada,thank you for giving me your valuable time
summer at shatter creek,summer at shatter creek
the legendary pink dots,all the king's men
akio suzuki,odds and ends
jan jelinek avec the exposures,la nouvelle pauvret
various artists,give peas a chance
t. rex,electric warrior
majesticons,beauty party
fontanelle,style drift
supergrass,life on other planets
stakker,eurotechno
pluxus,european onion
beans,tomorrow right now
ryoji ikeda,op.
screamer,greatest hits
calexico,feast of wire
nathan michel,abc def
elevator,darkness -> light 
"dj spooky, killah priest, ward 29",catechism
hecker,sun pandmonium
merzbow,merzbeat
the aislers set,how i learned to write backwards
seana carmody,struts & shocks
lanterna,sands
rainer maria,long knives drawn
anti-pop consortium,antipop vs. matthew shipp
nobukazu takemura,10th
boyracer,to get a better hold you've got to loosen yr grip
"busdriver, daedelus, radioinactive",the weather
dj krush,the message at the depth
the sadies,stories often told
massimo,hello dirty
james luther dickinson,dixie fried
banco de gaia,big men cry
pocket rockets,love or perish
hangedup,kicker in tow
last days of may,inner system blues
the minus 5,down with wilco
the thermals,more parts per million
brokeback,looks at the bird
steve earle,jerusalem
sutekh,incest live
drive like jehu,yank crime
acid mothers temple,univers zen ou de zro  zro
tangerine dream,journey through a burning brain (anthology)
the warlocks,phoenix album
nick cave & the bad seeds,nocturama
dj spinna,here to there
loscil,submers
giddy motors,make it pop
minus the bear,highly refined pirates
rovo,flage
bosco and jorge,ally in the sky
supersilent,6
u2,the best of 1990-2000
sonny & linda sharrock,paradise
bikeride,morning macumba
boas,mansion
12 rods,lost time
jessica bailiff,jessica bailiff
drexciya,grava 4
shearwater,everybody makes mistakes
gang of four,hard
the postal service,give up
heroine sheiks,siamese pipe
"masami akita, russell haswell",satanstornade
ted leo and the pharmacists,hearts of oak
manishevitz,private lines ep
tangerine dream,electronic meditation
rockfour,another beginning
toktok vs. soffy o,toktok vs. soffy o
lou reed,the raven
nagisa ni te,on the love beach
lemon jelly,lost horizons
townes van zandt,absolutely nothing
gorillaz,phase one: celebrity take down
photon band,it's a lonely planet
the soft pink truth,do you party?
t. raumschmiere,anti
calla,televise
forcefield,roggaboggas
awol one & fat jack,propaganda
dag nasty,minority of one
broken social scene,you forgot it in people
piano magic,writers without homes
mick turner,moth
lesser,c64 massive sidplay party mix cd
random_inc,walking in jerusalem
zwan,"mary, star of the sea"
droop capone,mad hueman disease
imperial teen,live at maxwell's
plush,fed
crooked fingers,red devil dawn
john zorn,masada guitars
stars as eyes,enemy of fun
menthol,danger: rock science!
suicide,american supreme
area,revolution
the roots,phrenology
snapcase,end transmission
dj me dj you,can you see the music
the cassettes,the cassettes
voyager one,monster zero
cephalic carnage,lucid interval
the delgados,hate
matthew shipp,equilibrium
glifted,under and in
the donnas,spend the night
loose fur,loose fur
gary wilson,forgotten lovers
ikara colt,chat and business
roni size,touching down
hayden,live at convocation hall
various artists,extra yard: the bouncement revolution
the parallax corporation,cocadisco
dino felipe,xanaconversex
youngsbower,relayer
nada surf,let go
q and not u,different damage
venetian snares,a giant alien force more violent & sick than anything you can imagine ep
lee scratch perry,the wonderman years
racebannon,satan's kickin' yr dick in
cherry valence,riffin'
the sea and cake,one bedroom
the jim yoshii pile-up,homemade drugs
the microphones,mount eerie
windy & carl,introspection
gold chains,gold chains ep
the angels of light,everything is good here/please come home
soundtrack of our lives,behind the music
wobbly,wild why
bruces,the war of the bruces
bonnie prince billy,master and everyone
oneida,each one teach one
out hud,s.t.r.e.e.t. d.a.d.
sinad o'connor,sean-ns nua
circle,raunio
fc/kahuna,machine says yes
casino versus japan,whole numbers play the basics
cody chesnutt,the headphone masterpiece
sinking ships,out of key harmony
smog,accumulation: none
the music,the music
faust,patchwork: 1971-2002
nas,god's son
suede,a new morning
rilo kiley,the execution of all things
the rogers sisters,purely evil
stars of the lid,avec laudenum
various artists,clicks & cuts 3
"marky ramone, the speedkings",legends bleed
boards of canada,twoism
bill laswell,sacred system: book of exit: dub chamber 4
yeah yeah yeahs,machine ep
asa-chang & junray,jun ray song chang
koufax,social life
gza,legend of the liquid sword
from quagmire,caught in unknowing
the raveonettes,whip it on!
mantler,sadisfaction
ms. john soda,no p. or d.
andy partridge,"fuzzy warbles, vol. 1 & 2"
the libertines,up the bracket
dead and gone,the beautician
pearl jam,riot act
tujiko noriko,make me hard
"werner dafeldecker, klaus lang",lichtgeschwindigkeit
immolation,unholy cult
transllusion,l.i.f.e.
meligrove band,let it grow
various artists,if the twenty-first century didn't exist it would be necessary to invent it
thomas fehlmann,visions of blah
the capitol years,jewelry store ep
negativland,deathsentences of the polished and structurally weak
the mountain goats,tallahassee
kevin drumm,sheer hellish miasma
i can lick any sonofabitch in the house,creepy little noises
soul-junk,1957
jeff buckley,the grace eps
adult.,resuscitation
"tony conrad, faust",outside the dream syndicate
metro area,metro area
gorilla monsoon,gorilla monsoon
black dice,lost valley ep
sondre lerche,faces down
the smashing pumpkins,earphoria
"mimeo, john tilbury",the hands of caravaggio
"mat maneri, joe mcphee",sustain
"jason anderson, wolf colonel",something/everything
talib kweli,quality
afflictions,peotone ep
noise for pretend,happy you near
cave in,tides of tomorrow ep
dillinger four,situationist comedy
maserati,the language of cities
univers zero,rhythmix
foo fighters,one by one
flying luttenbachers,infection and decline
andrea perry,two
lee hazlewood,total lee!: the songs of lee hazlewood
cassetteboy,the parker tapes
"fred lonberg-holm, glenn kotche, jason roebke",a valentine for fred katz
paul lansky,alphabet book
high on fire,surrounded by thieves
"jan jelinek, computer soup",improvisations and edits: tokyo 26.09.2001
low res,blue ramen
great lakes,the distance between
david cross,"shut up, you fucking baby"
st. thomas,i'm coming home
ruins,tzomborgha
"the dillinger escape plan, mike patton",irony is a dead scene ep
swayzak,dirty dancing
lot six,animals
young people,young people
peaches,the teaches of peaches
yo la tengo,nuclear war ep
various artists,nothing left to lose: a tribute to kris kristofferson
mobius band,three ep
philip jeck,stoke
cost,chimera
the impossible shapes,laughter fills our hollow dome
tarentel,ephemera
audioslave,audioslave
botch,an anthology of dead ends ep
death cab for cutie,you can play these songs with chords
simian,we are your friends
the pattern,real feelness
seiichi yamamoto,crown of fuzzy groove
missy elliott,under construction
manitoba,start breaking my heart
jack hayter,practical wireless
add n to (x),loud like nature
white star line,white star line
action,rolled gold
mc paul barman,paullelujah!
"beth gibbons, rustin man",out of season
rumah sakit,obscured by clowns
richard buckner,impasse
yesterday's kids,can't hear nothin'
rhettmatic,the wedding mixer
outrageous cherry,the book of spectral projections
nirvana,nirvana
franklin bruno,a cat may look at a queen
datsuns,the datsuns
biosphere,shenzhou
the velvet teen,plus minus equals
"jack logan, bob kimbell",woodshedding
liars,'we no longer knew who we were' ep and 'fins to make us more fish-like' ep
the telescopes,third wave
the coral,the coral
electric soft parade,holes in the wall
polmo polpo,the science of breath
rob swift,sound event
badly drawn boy,have you fed the fish?
mike johnson,what would you do
unstable ensemble,the liturgy of ghosts
hot hot heat,make up the breakdown
butthole surfers,humpty dumpty lsd
scarface,the fix
aluminium group,happyness
morcheeba,charango
johnny cash,american iv: the man comes around
carolyn mark,terrible hostess
the soft boys,nextdoorland
the nels cline singers,instrumentals
devendra banhart,oh me oh my...
amalgamated sons of rest,amalgamated sons of rest ep
large professor,1st class
no. 2,what does good luck bring?
sing-sing,the joy of sing-sing
aberdeen,homesick and happy to be here
fennesz,field recordings 1995-2002
clem snide,you were a diamond
shimmer kids underpop association,the natural riot
gold sparkle band,fugues & flowers
thomas bangalter,irreversible
comets on fire,field recordings from the sun
luna,close cover before striking ep
destroyer,this night
mantronix,that's my beat
david grubbs,rickets & scurvy
western keys,damage ep
"damon & naomi, kurihara",song to the siren: live
stereo total,musique automatique
saint etienne,finisterre
future bible heroes,eternal youth
the standard,august
godspeed you! black emperor,yanqui u.x.o.
ben folds five,ben folds live
the negro problem,welcome black
tara jane o'neil,tjo tko
"jeff buckley, gary lucas",songs to no one: 1991-1992
dacm,showroom dummies
soul position,unlimited ep
radian,rec.extern
amon tobin,out from out where
sweep the leg johnny,going down swingin'
keith fullerton whitman,playthroughs
lambchop,is a woman ep
jawbreaker,etc.
winfred e. eye,"a bottle, a dog, some milk, a bottle"
ill lit,wacmusic
wire,read & burn 02 ep
lone pigeon,concubine rice
mercury program,a data learn the language
suntanama,the suntanama
barry adamson,the king of nothing hill
the handsome family,live at schuba's tavern
acid mothers temple,electric heavyland
ekkehard ehlers,plays
broken spindles,broken spindles
the blow,bonus album
melochrome,this is motion
jets to brazil,perfecting loneliness
everybody uh oh,man am i brad
gogogo airheart,exitheuxa
sightings,sightings
guided by voices,pipe dreams of instant prince whippet ep
meshuggah,nothing
xiu xiu,chapel of the chimes ep
hrvatski,swarm & dither
luke vibert,further nuggets: luke vibert's selection
exhaust,enregistraur
of montreal,aldhils arboretum
bellini,snowing sun
jurassic 5,power in numbers
royal trux,hand of glory
thievery corporation,the richest man in babylon
landing,fade in fade out ep
kind of like spitting,bridges worth burning
underworld,a hundred days off
the fall,totally wired: the rough trade anthology
gyrgy ligeti,the ligeti project ii
trans am,extremixxx ep
ladytron,light & magic
kevin blechdom,i heart presets ep
sixteen horsepower,folklore
k-rad,deli mood spot
nas,the lost tapes
deerhoof,reveille
the black heart procession,amore del tropico
sahara hotnights,jennie bomb
centaur,in streams
mus,el naval
ryan adams,demolition
yume bitsu,the golden vessyl of sound
astrobotnia,"parts 1, 2 & 3"
eyes adrift,eyes adrift
black dice,beaches and canyons
the apples in stereo,velocity of sound
tim hecker,my love is rotten to the core
tara jane o'neil & daniel littleton,music for a meteor shower
merzbow,a taste of merzbow
themselves,the no music
iron & wine,the creek drank the cradle
the mountain goats,"'protein source of the future... now!', 'bitter melon farm' and 'ghana'"
xinlisupreme,tomorrow never comes
squarepusher,do you know squarepusher
mr. t experience,...and the women who love them: special addition
the the,45 rpm: the singles
low,trust
mr. lif,i phantom
spectrum [brazil],gerao bendita
slum village,"trinity: past, present and future"
catherine irwin,cut yourself a switch
moistboyz,iii
fridge,eph reissue
concentrik,lucid dreaming
dame fate,time and tide wait for no man
fenn o'berg,the return of fenn o'berg
mia doi todd,the golden state
polara,jetpack blues
king kong,the big bang
doug martsch,now you know
d+,mistake
bogdan raczynski,'96 drum n bass classixxx
beck,sea change
signer,low light dreams
kinski,be gentle with the warm turtle
floating flower,1st + 2nd
euphone,the lakewood
mclusky,mclusky do dallas
the cinematic orchestra,every day
non,children of the black sun
schneider tm,zoomer
ben kweller,sha sha
yohimbe brothers,front end lifter
vsnares,2370894
andrew duke,sprung
papa m,songs of mac ep
howard hello,howard hello
melvins,hostile ambient takeover
kilowatthours,the bright side
the coup,steal this double album
gordon gano,hitting the ground
apes of wrath,apes of wrath
mastodon,remission
the fantmas melvins big band,millennium monsterwork
the anniversary,your majesty
various artists,urban renewal program
to live and shave in l.a.,the wigmaker in eighteenth century williamsburg
g-man (aka gez varley),avanti
knifehandchop,"tko from tokyo 12"""
idlewild,the remote part
elk city,hold tight the ropes
wauvenfold,3fold
queens of the stone age,songs for the deaf
crispy ambulance,scissorgun
migala,restos de un incendio
jean grae,attack of the attacking things
american analog set,updates ep
jay farrar,thirdshiftgrottoslack ep
takagi masakatsu,opus pia
max tundra,mastered by guy at the exchange
idaho,we were young and needed the money
spaceheads,low pressure
otomo yoshihide's new jazz ensemble,dreams
coldplay,a rush of blood to the head
friend/enemy,ten songs
seelenluft,out of the woods
brendan walls,cassia fistula
various artists,blue skied an' clear
yesterdays new quintet,"stevie, vol. 1"
cul de sac,immortality lessons
primal scream,evil heat
town and country,c'mon
various artists,peanut butter wolf's jukebox 45s
john parish,how animals move
nod,good night sleep
frank black & the catholics,'black letter days' and 'devil's workshop'
reindeer section,son of evil reindeer
zelienople,pajama avenue
people under the stairs,o.s.t.
denali,denali
weird war,weird war
aden,topsiders
ampbuzz,this is my ampbuzz
2 many djs,"as heard on radio soulwax, pt. 2"
sparta,wiretap scars
vincent gallo,recordings of music for film
kepler,missionless days
track star,lion destroyed the whole world
the prom,under the same stars
dj spooky,optometry
sleater-kinney,one beat
various artists,guess who this is: a tribute to dom leone
nobukazu takemura,water's suite
copywrite,the high exhaulted
eric bachmann,short careers: original score for the film 'ball of wax'
neko case,blacklisted
gold chains,straight from your radio ep
aimee mann,lost in space
jason loewenstein,at sixes and sevens
sasha,airdrawndagger
dot allison,we are science
pixies,pixies
the streets,original pirate material
arco flute foundation,everything after the bomb is sci-fi
mekons,oooh! (out of our heads)
dianogah,millions of brazilians
electric birds,gradations
gossip,arkansas heat ep
fan club orchestra,sun papa and the fan club orchestra vol. 1 and vol. 2
mudhoney,since we've become translucent
william parker,raining on the moon
"bright eyes, britt daniel",home: split ep series vol. iv
public enemy,revolverlution
palomar,ii
phill niblock,"g2, 44+/ x2"
various artists,24 hour party people
interpol,turn on the bright lights
various artists,to spirit back the mews
hockey night,rad zapping
superdrag,last call for vitriol
tanakh,villa claustrophobia
comet gain,realistes
autechre,gantz graf ep
various artists,fat beats compilation vol. 2
varnaline,songs in a northern key
parlour,octopus off-broadway
spoon,kill the moonlight
the anomoanon,envoi villon ep
looper,the snare
king of woolworths,ming star
various artists,black rio: brazil soul power: 1971-1980
badly drawn boy,about a boy
sunday's best,the californian
bright eyes,"lifted, or, the story is in the soil, keep your ear to the ground"
dlek,from filthy tongue of gods and griots
alfie,a word in your ear
the microphones,song islands
the pattern,immediately ep
oe,here and you
tender trap,film molecules
nate ruth,whatever it meant
twinemen,twinemen
boom box 2000,boom box 2000
girls against boys,you can't fight what you can't see
cinerama,torino
hot hot heat,knock knock knock ep
flim,given you nothing
the fire show,saint the fire show
caesura,"more specific, less pacific"
manual,ascend
spokane,able bodies
caural,stars on my ceiling
snowglobe,our land brains
milky wimpshake,lovers not fighters
beth orton,daybreaker
landing,seasons
chris smith,map ends: 1995-2001
john zorn,iao
winter blanket,actors and actresses
yo la tengo,the sounds of the sounds of science
midwest product,specifics
willard grant conspiracy,in the fishtank (with telefunk)
future bible heroes,i'm lonely (and i love it) ep
kleenexgirlwonder,after mathematics
calvin johnson,what was me
the pupils,the pupils
jana mccall,slumber
boom bip,seed to sun
i am the world trade center,the tight connection
akufen,my way
the vines,highly evolved
auburn lull,alone i admire
six by seven,the way i feel today
"jay bennett, edward burch",the palace at 4am (part i)
the reverend horton heat,lucky 7
john tejada,daydreams in cold weather
makers,strangest parade
arlo,stab the unstoppable hero
acid mothers temple,in c
rjd2,deadringer
the fucking champs,v
dntel,(this is) the dream of evan and chan ep
north of america,the sepultura ep
jah wobble,solaris: live in concert
the books,thought for food
casiotone for the painfully alone,pocket symphonies for lonesome subway cars
various artists,"nortec collective: tijuana sessions, vol. 1"
"mark borthwick, trevor holland",helene
new radiant storm king,winter's kill
swearing at motorists,this flag signals goodbye
geeez'n'gosh,nobody knows
division of laura lee,black city
mary timony,the golden dove
little wings,light green leaves
radar bros.,and the surrounding mountains
archer prewitt,three
non phixion,the future is now
various artists,brain in the wire
mice parade,all roads lead to salzburg
poulain,with fingers crossed ep
various artists,this is tech-pop
liars,they threw us all in a trench and stuck a monument on top
craig armstrong,as if to nothing
quix*o*tic,mortal mirror
mason jennings,mason jennings
interpol,interpol ep
all-time quarterback,all-time quarterback
the flaming lips,yoshimi battles the pink robots
new flesh,understanding
goodiepal,narc beacon
birdwatcher,afternoon tales the morning never knew
freestyle fellowship,shockadoom
wire,read & burn 01 ep
oxes,oxxxes
tyondai braxton,history that has no effect
various artists,soundbombing iii
oasis,heathen chemistry
simon wickham-smith,extreme bukake
nationale blue,a different kind of listening
jeff mangum,"orange twin field works, vol. 1"
xtc,go 2
quasimoto,astronaut ep
prefuse 73,the '92 vs. '02 collection ep
skeleton key,obtainium
monster movie,last night something happened
dirty vegas,dirty vegas
nad navillus,show your face
they might be giants,no!
andrew w.k.,i get wet
tuatara,cinemathique
various artists,this is where i belong: the songs of ray davies and the kinks
dj jester,river walk riots
pretty girls make graves,good health
atmosphere,god loves ugly
yeah yeah yeahs,yeah yeah yeahs ep
converge,jane doe
consonant,consonant
various artists,you don't need darkness to do what you think is right
hot snakes,suicide invoice
twine,recorder
babu,duck season
mong hang,mong hang
the extra lens,martial arts weekend
mr. lif,emergency rations ep
the national trust,dekkagar
pere ubu,st. arkansas
speedy j,loudboxer
various artists,cbgb's and the birth of u.s. punk
david sylvian,camphor
shiner,the egg
moth,"provisions, fiction and gear"
derek bailey,ballads
danielson famile,a prayer for every hour
various artists,nashville
sonic youth,murray street
mirza,last clouds
the mars volta,tremulant ep
farben,textstar
imperial teen,on
nagisa ni te,feel
shannon wright,dyed in the wool
guided by voices,universal truths and cycles
catheters,static delusions and stone-still days
cranes,future songs
shelleydevoto,buzzkunst
six parts seven,things shaped in passing
loren connors,the departing of a dream
the secret machines,september 000
mayday,old blood
black dog and black sifichi,unsavoury products
the lucksmiths,where were we?
departure lounge,too late to die young
global home project,sola
el-p,fantastic damage
various artists,de stijl
bob drake,the skull mailbox and other horrors
panthers,are you down?
mri,all that glitters
old time relijun,witchcraft rebellion
jello biafra,the big ka-boom
mull historical society,loss
david bowie,heathen
the other people place,lifestyles of the laptop cafe
selby tigers,the curse of...
the herbaliser,something wicked this way comes
silkworm,italian platinum
tami hart,what passed between us
kid606,the action packed mentallist brings you the fucking jams
liars academy,no news is good news
ash,free all angels
jim black,splay
beachwood sparks,make the cowboy robots cry ep
central falls,latitude
the ghost,this is a hospital
microwaves,system 2
the get up kids,on a wire
thursday,full collapse
bill frisell,the willies
hrsta,l'eclat du ciel tait insoutenable
enon,high society
charles atlas,felt cover
pullman,viewfinder
doves,the last broadcast
fly pan am,ceux qui inventent n'ont jamais vecu
ruins,1986-1992
dj shadow,the private press
the roots of orchis,some things plural
le tigre,remix
brute,co-balt
pixeltan,pixeltan ep
mark eitzel,music for courage & confidence
xiu xiu,knife play
ativin,interiors
eminem,the eminem show
solex,low kick and hard bop
buffalo daughter,i
geoff farina,blobscape
the velvet teen,out of the fierce parade
sean na na,my majesty
daedelus,invention
jeff tweedy,chelsea walls
gary wilson,you think you really know me
"medeski, martin and wood",uninvisible
the breeders,title tk
ink,reagent specs
ed harcourt,here be monsters
matthew herbert,secondhand sounds
lesser birds of paradise,it isn't the fall ep
maximilian hecker,infinite love songs
blackalicious,blazing arrow
thrice,the illusion of safety
jim and jennie and the pinetops,one more in the cabin
azure ray,burn and shiver
various artists,all tomorrow's parties v2.0
phantom planet,the guest
el guapo,super/system
the new amsterdams,para toda vida
weezer,maladroit
paul westerberg,stereo
gomez,in our gun
engine down,demure
the fire show,above the volcano of flowers
bright eyes,there is no beginning to the story ep
crooked fingers,reservoir songs ep
ill ease,live at the holiday sin
bonobo,animal magic
eels,souljacker
rinocerose,music kills me
cornershop,handcream for a generation
ttc,ceci n'est pas un disque
sybarite,placement issues
l'altra,in the afternoon
mm,finally we are no one
elf power,creatures
amps for christ,the oak in the ashes
sarah shannon,sarah shannon
retsin,moon money moon ep
moby,18
belle and sebastian,storytelling
masters of the hemisphere,protest a dark anniversary
aarktica,or you could just go through your whole life and be happy anyway
jel,10 seconds
antibalas afrobeat orchestra,talkatif
+/-,self-titled long-playing debut album
robyn hitchcock,robyn sings
"sinister luck ensemble, catcall",anniversary
aloha,sugar
knotworking,notes left out
filament,29092000
edan,sprain your tapedeck
herrmann and kleine,our noise
tight bro's from way back when,lend you a hand
tom waits,'alice' and 'blood money'
various artists,acuarela songs
"anticon, jel",we ain't fessin' (double quotes) ep
ugly casanova,sharpen your teeth
blanket music,move
tribes of neurot,adaptation and survival: the insect project
the boggs,we are the boggs we are
elvis costello & the attractions,this year's model
nina nastasia,the blackened air
kaia,oregon
tim hecker,"haunt me, haunt me, do it again"
roky erickson & the aliens,the evil one (plus one)
appendix out,a warm and yeasty corner ep
luke slater,alright on top
tram,a kind of closure
steffen basho-junghans,waters in azure
pan american,the river made no sound
rye coalition,on top
abcs,abcs
nobukazu takemura,mimic robot ep
brother jt,maybe we should take some more?
john vanderslice,life and death of an american fourtracker
rob mazurek,amorphic winged
elvis costello,when i was cruel
capitol city dusters,rock creek
elvis costello,my aim is true
mm,green grass of tunnel
thee more shallows,a history of sport fishing
papa m,three songs ep
richard youngs,may
bats and mice,believe it mammals
anti-pop consortium,arrhythmia
dat politics,plugs plus
764-hero,nobody knows this is everywhere
o-type,lugubrious
royal city,alone at the microphone
trans am,ta
sage francis,personal journals
bratmobile,girls get busy
pajama party in a haunted hive,building a building
posthuman,posthuman ep
cex,"oops, i did it again"
fila brazillia,jump leeds
the mountain goats,all hail west texas
saloon,(this is) what we call progress
various artists,"the amos house collection, vol. 2"
playgroup,playgroup
limp,orion
french kicks,one time bells
new end original,thriller
herschell gordon lewis,the eye popping sounds of...
tom z,postmodern platos ep
various artists,nanoloop 1.0
the hives,veni vidi vicious
bambi molesters,sonic bullets: 13 from the hip
original instrument,original instrument
meat puppets,live
iggy and the stooges,wild love: the detroit rehearsals and more
taa-pet,taapetsounds
the mountain goats,protein source of the future... now!
capitol k,island row
radio 4,gotham!
luna,romantica
my morning jacket,chocolate and ice ep
wilco,yankee hotel foxtrot
the no-no's,let your shadow out
vhs or beta,le funk
kind of like spitting,kind of like spitting
convocation of,pyramid technology
markus guentner,in moll
pedro the lion,control
j-live,all of the above
zealous fuel,the unknown label
skiptrace,skiptrace ep
earl zinger,put your phazers on stun throw your health food skyward
the jon spencer blues explosion,plastic fang
rip-off artist,pump
marianne faithfull,kissin time
the mooney suzuki,electric sweat
uncle tupelo,89/93: an anthology
zero 7,simple things
various artists,meteosound
don lennon,downtown
the promise ring,wood/water
the pogues,streams of whiskey
loess,loess
albert marcoeur,albert marcoeur
califone,sometimes good weather follows bad people
thuja,ghost plants
various artists,disco nouveau
otomo yoshihide,anode
markant,vice versa
cerberus shoal,mr. boy dog
felix da housecat,kittenz and thee glitz
monorail,essex
arthurs,walking in the sunlight
ocelot,the quiet storm
mirah,advisory committee
clem snide,moment in the sun ep
the walkmen,everyone who pretended to like me is gone
nurse with wound & current 93,bright yellow moon
elton dean & mark hewins,bar torque
do make say think,& yet & yet
nicolai dunger,soul rush
neil michael hagerty,plays that good old rock and roll
geoff soule,a wild man brandishing an uprooted tree
fat jon the ample soul physician,wave motion
desaparecidos,read music - speak spanish
sam shalabi,on hashish
xtc,coat of many cupboards
christian kleine,valis
"my morning jacket, songs: ohia",split ep
brendan benson,lapalco
aspera,birds fly ep
son ambulance,euphemystic
the get up kids,eudora
okkervil river,don't fall in love with everyone you see
califone,deceleration one
alanis morissette,under rug swept
jars of clay,the eleventh hour
kylie minogue,fever
"rancid, nofx","byo split series, vol. iii"
edison woods,edison woods
codec scovill,clinical imperfections
brothomstates,claro
greg davis,arbor
"jad fair, teenage fanclub",words of wisdom and hope
julie doiron,heart and crime
two lone swordsmen,further reminders
tanya donelly,beautysleep
rosie thomas,when we were small
yagya,rhythm of snow
echo and the bunnymen,live in liverpool
wu-tang clan,iron flag
yuji oniki,tvi
ornette coleman,this is our music
the long winters,the worst you can do is harm
n.e.r.d.,in search of...
brando,single crown postcard
larsen,rever
marmoset,mishawaka ep
circulatory system,inside views
henry cow,western culture
various artists,now thing
atari star,"and other smaller, brighter worlds"
soul-junk,1942 ep
the capitol years,meet yr acres
airport 5,life starts here
damien jurado,i break chairs
fred frith,freedom in fragments
josh rouse,under cold blue stars
"early day miners, unwed sailor",stateless
soilwork,natural born chaos
reuben's accomplice,i blame the scenery
ellery eskelin,12 (+1) imaginary views
polygon window,surfing on sine waves
neil halstead,sleeping on roads
chicago underground duo,axis and alignment
dan the automator,wanna buy a monkey?
j-zone,pimps don't pay taxes
eugene mcdaniels,headless heroes of the apocalypse
joe pernice,big tobacco
giant sand,cover magazine
saso,big group hug
matthew herbert,around the house
all girl summer fun band,all girl summer fun band
global goon,vatican nitez
req,sketchbook
leels,leels
david kilgour,a feather in the engine
nate denver's neck,prepare to die
songs: ohia,didn't it rain
various artists,definitive jux presents ii
the brian jonestown massacre,"bravery, repetition and noise"
koenji-hyakkei,nivraym
waking eyes,combing the clouds
minotaur shock,chiff-chaffs and willow warblers
go back snowball - robert pollard and mac mccaughan,calling zero
vitesse,"what cannot be, but is"
eardrum,side effects
mira calix,prickle ep
six organs of admittance,dark noontide
pedro the lion,the only reason i feel secure ep
the mendoza line,lost in revelry
mekons,fear and whiskey
slackjaw,darkest hour
bad religion,the process of belief
luke vibert,nuggets: luke vibert's selection
galerie stratique,nothing down-to-earth
barcelona,transhuman revolution
ides of space,there are no new clouds
sunn o))),flight of the behemoth
warren ellis,3 pieces for violin ep
emerald down,scream the sound
lambchop,is a woman
racebannon,in the grips of the light
circle,andexelt
...and you will know us by the trail of dead,source tags and codes
rovo,sai
various artists,if i was prince
am/fm,getting into sinking
death cab for cutie,the stability ep
kk null,peak of nothingness
mad capsule markets,osc-dis (oscillator in distortion)
the (international) noise conspiracy,"a new morning, changing weather"
90 day men,to everybody
